,as_of,entry_time,exit_time,direction,entry,stop,take_profit,exit_price,pnl,r_multiple,outcome,bars_held,confidence,position_size,notional,leverage,entry_model_mean,entry_model_vol,entry_model_calibrated,sl_tp_method,sl_tp_risk_appetite,sl_tp_friction_sigma,sl_tp_unit,regime_enabled,regime_label,regime_confidence,regime_lookback,regime_route
13,2025-10-10T05:00:00+00:00,2025-10-10 09:00:00+00:00,2025-10-10 14:00:00+00:00,long,"121800,67459027152","121104,12304846938","123160,56272802662","121104,12304846938","-10,0","-1,0",sl,6,"0,6441","0,014356439401638001","1748,624003833876","0,17486240038338702",NHITS,EGARCH_t,True,atr,conservative,"0,75","725,273673469389",,,,,
14,2025-10-12T16:00:00+00:00,2025-10-12 17:00:00+00:00,2025-10-13 00:00:00+00:00,short,"114116,30709393302","115852,58946638199","111748,64931332078","115852,58946638199","-7,0","-1,0",sl,8,"0,6441","0,00403160229642","460,07156573894645","0,046007156573894",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","1262,75081632653","1,0",RANGE,"0,23123642501396902","200,0",alternate
15,2025-10-13T10:00:00+00:00,2025-10-13 13:00:00+00:00,2025-10-13 14:00:00+00:00,long,"115045,88051581438","113953,56848214284","116584,45462295723","113953,56848214284","-10,0","-1,0",sl,2,"0,6441","0,009154893191451","1053,2327482387623","0,105323274823876",NHITS,EGARCH_t,True,atr,conservative,"0,75","820,5728571428564","1,0",TREND_UP,"0,25","200,0",trend
16,2025-10-17T03:00:00+00:00,2025-10-17 06:00:00+00:00,2025-10-17 07:00:00+00:00,short,"108156,46876926764","108570,40684948978","106425,18981518601","106425,18981518601","35,2157734282635","4,182458770530437",tp,2,"0,6441","0,020340900780454002","2200,0","0,22",NHITS,EGARCH_t,True,atr,conservative,"0,75","923,3487755102037",,,,,
17,2025-10-17T07:00:00+00:00,2025-10-17 08:00:00+00:00,2025-10-17 11:00:00+00:00,short,"104847,92124024831","105481,24420918367","103062,0174137177","105481,24420918367","-10,0","-1,0",sl,4,"0,6441","0,015789732080632002","1655,5205855947634","0,16555205855947602",NHITS,EGARCH_t,True,atr,conservative,"0,75","952,4820408163264","1,0",TREND_DOWN,"0,29337395874758804","200,0",trend
18,2025-10-17T11:00:00+00:00,2025-10-17 13:00:00+00:00,2025-10-17 15:00:00+00:00,short,"104889,94540534541","106283,13861963112","102990,13647677399","106283,13861963112","-10,0","-1,0",sl,3,"0,6441","0,00717775531596","752,8743632240728","0,075287436322407",NHITS,EGARCH_t,True,atr,conservative,"0,75","1013,2314285714288","1,0",TREND_DOWN,"0,37892492399365","200,0",trend
19,2025-10-17T15:00:00+00:00,2025-10-17 16:00:00+00:00,2025-10-18 16:00:00+00:00,short,"106627,48014016365","108048,12116057181","104690,2423850616","106688,24","-0,427693266374202","-0,04276932663742",timeout,25,"0,6441","0,007039075921605","750,5589280360824","0,07505589280360801",NHITS,EGARCH_t,True,atr,conservative,"0,75","1033,1934693877547","1,0",TREND_DOWN,"0,33567372674136503","200,0",trend
20,2025-10-18T23:00:00+00:00,2025-10-19 03:00:00+00:00,2025-10-19 08:00:00+00:00,long,"107364,27404628291","106386,52305138495","108697,5708575074","106386,52305138495","-7,0","-1,0",sl,6,"0,6441","0,007159287013285","768,6516528703875","0,076865165287038",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","711,0916326530598","1,0",RANGE,"0,47932632464912805","200,0",alternate
21,2025-10-19T08:00:00+00:00,2025-10-19 09:00:00+00:00,2025-10-19 09:00:00+00:00,long,"106704,98970566649","105835,69758831956","107890,38804750322","107890,38804750322","9,545454545454513","1,363636363636359",tp,1,"0,6441","0,008052529017936001","859,2450259635355","0,08592450259635301",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","632,2124489795901","1,0",RANGE,"0,325007829992","200,0",alternate
22,2025-10-19T09:00:00+00:00,2025-10-19 10:00:00+00:00,2025-10-19 11:00:00+00:00,short,"107120,67346888206","108014,78882602492","105901,42525459635","108014,78882602492","-7,0","-1,0",sl,2,"0,6441","0,007828967419112001","838,6442625013171","0,083864426250131",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","650,2657142857125","1,0",RANGE,"0,38994653603178003","200,0",alternate
23,2025-10-19T20:00:00+00:00,2025-10-20 00:00:00+00:00,2025-10-20 00:00:00+00:00,short,"107540,09431700187","108246,16804149166","106577,26651087943","108246,16804149166","-7,0","-1,0",sl,1,"0,6441","0,009913978890884","1066,1502249824882","0,106615022498248",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","513,5081632653051","1,0",RANGE,"0,403339315098845","200,0",alternate
24,2025-10-21T05:00:00+00:00,2025-10-21 10:00:00+00:00,2025-10-21 10:00:00+00:00,long,"108648,22625271177","107690,92964556892","109953,63071699749","107690,92964556892","-7,0","-1,0",sl,1,"0,6441","0,00731225823613","794,4638872573493","0,07944638872573401",regime_mean_reversion,EGARCH_t,True,atr,conservative,"0,75","696,2157142857129","1,0",RANGE,"0,241736112603839","200,0",alternate
